Vietnam! Vietnam!	1971
Wild Zero	2000
Arizona Summer	2003
Murder, Inc.	1960
Radio	2003
Never Let Go	1960
Niewinni Czarodzieje	1960
The Night Fighters	1960
The Hillside Strangler	2004
North to Alaska	1960
Bad Meat	2003
Jack Smith and the Destruction of Atlantis	2007
Kiss Me Goodbye	1982
Hypnosis	2004
Delivering Milo	2001
Ocean's Eleven	1960
Labyrinth of Passion	1983
Once More, with Feeling	1960
One Foot in Hell	1960
The Last American Virgin	1982
The Last Fight	1983
The Last Unicorn	1982
Mindhunters	2005
Fathers' Day	1997
Paris Nous Appartient	1960
Let's Spend the Night Together	1983
Office Tigers	2007
Opera Jawa	2008
Fierce Creatures	1997
The Fifth Element	1997
Pay or Die	1960
Peeping Tom	1959
A Little Sex	1982
Fire Down Below	1997
Pepe	1960
Foxy Lady	1971
Saint of 9/11	2006
American Pie	1999
Lookin' to Get Out	1982
John Waters: This Filthy World	2006
Follow Me Home	1996
Platinum High School	1960
Please Don't Eat the Daisies	1960
Purple Noon	1960
Love Child	1982
Love and Money	1982
Food of Love	1997
Fools Rush In	1997
For Richer or Poorer	1997
Pollyanna	1960
Portrait in Black	1960
Never on Sunday	1960
Groove	2000
Intimate Moments	1981
The In Crowd	2000
Free Willy 3: The Rescue	1997
Hannibal	2001
Making Love	1982
The Man from Snowy River	1982
Manhattan Baby	1982
Full Blast	1999
The Full Monty	1997
Full Tilt Boogie	1997
Urban Jungle	2002
Fuochi D'Artificio	1997
The Good War	2002
Mule Skinner Blues	2001
G.I. Jane	1997
The Game	1997
Gattaca	1997
Deep Blue Sea	1999
George B.	1997
Suicide Blonde	1999
Dream Wife	1953
George of the Jungle	1997
The Gingerbread Man	1998
Easy to Love	1953
Candleshoe	1977
Godforsaken	2003
Perder Es Cuesti?n de M?todo	2004
Vidas Privadas	2001
Escape from Fort Bravo	1953
Cathy's Curse	1976
That Obscure Object of Desire	1977
Fair Wind to Java	1953
The Chicken Chronicles	1977
Kill and Go Hide	1977
Survivor Exposed	2001
Fear and Desire	1953
The Choirboys	1977
Bye Bye Monkey	1978
The Tuxedo	2002
The Final Test	1953
Cinderella 2000	1976
Flight to Tangier	1953
Close Encounters of the Third Kind	1977
Forbidden	1953
Forever Female	1953
Confessions from a Holiday Camp	1977
Corleone	1978
From Here to Eternity	1953
The Crater Lake Monster	1977
Running Scared	2006
Justine	1978
Turning Paige	2001
A Los Que Aman	1998
Bad Boys II	2003
Bhopal Express	1999
An American Vampire Story	1997
National Lampoon's Gold Diggers	2004
The Bread, My Sweet	2003
Abandon	2002
Bubba Ho-Tep	2003
Psycho	1960
The Pusher	1960
Maratonci Trce Pocasni Krug	1982
Girl with a Suitcase	1961
Megaforce	1982
Melanie	1982
The Rat Race	1960
A Midsummer Night's Sex Comedy	1982
Bye Bye Berlusconi!	2005
The Rise and Fall of Legs Diamond	1960
Rocco and His Brothers	1960
Bald	2005
Missing	1982
Girls' Night	1997
Poster Boy	2005
Glam	2001
Fugitive Pieces	2008
Going to Kansas City	1998
Gone Fishin'	1997
Good Burger	1997
Good Will Hunting	1997
Goodbye America	1997
Goodbye Lover	1999
Saturday Night and Sunday Morning	1960
Monkey Grip	1982
Monsignor	1982
Monty Python Live at the Hollywood Bowl	1982
Moonlighting	1982
Crossover	2006
Mother Lode	1982
Gravesend	1996
Great Expectations	1998
Scent of Mystery	1960
Gridlock'd	1997
Grind	1996
Grosse Pointe Blank	1997
The Corndog Man	1998
Giuliani Time	2006
Secrets of the Code	2006
Tell Me Do You Miss Me	2006
Gummo	1997
Gunshy	1998
Cruel Story of Youth	1960
My Favorite Year	1982
Hell To Pay	2005
Net Worth	1999
1991: The Year that Punk Broke	1992
3 Ninjas	1992
Genealogies of a Crime	1997
Sergeant Rutledge	1960
1 Chance Sur 2	1998
Steam: The Turkish Bath	1998
A Shot at Glory	2000
Seven Thieves	1960
Sex Kittens Go to College	1960
Fireworks	1997
Hard Eight	1996
Hard Men	1997
The Haunted Sea	1997
The Proposal	2000
The River	1997
Heartwood	1998
The Gymnast	2007
Heaven Before I Die	1997
Heaven or Vegas	1997
Rancid Aluminium	2001
Heaven's Burning	1997
Heavy Metal 2000	2000
Chicago Cab	1998
Bleeders	1998
Dresden	1999
Proof of Life	2000
Where the Money Is	2000
Hercules	1997
Hideous!	1997
Genevieve	1953
Highball	1998
Hijacking Hollywood	1997
One Week	2000
Soccer Stories	1997
April's Shower	2005
Gentlemen Prefer Blondes	1953
A Geisha	1953
The Girl Who Had Everything	1953
Blue Car	2003
South of Heaven, West of Hell	2001
The Operative	2000
Man of Marble	1977
Damnation Alley	1977
The Crimson Rivers	2001
Give a Girl a Break	1953
The Glass Web	1953
Glen or Glenda?	1953
The Glory Brigade	1953
The Golden Blade	1953
Day of the Animals	1977
The Great Diamond Robbery	1953
Trois Chambres a Manhattan	1965
Platform	2000
Death Weekend	1976
Gun Fury	1953
The Naked Night	1953
God Told Me To	1976
Demon Seed	1977
The Lacemaker	1977
Peppermint Soda	1977
The Disappearance	1977
Sylvia	2003
Here Come the Girls	1953
The Domino Principle	1977
His Majesty O'Keefe	1954
The Duellists	1977
Hondo	1953
House of Wax	1953
A Simple Story	1978
Absolon	2003
How to Marry a Millionaire	1953
I Confess	1953
I Love Melvin	1953
In Good Company	2004
Empire of the Ants	1977
End of the World	1977
An Enemy of the People	1978
Equus	1977
Four and a Half Women	1998
Chico	2001
Something More	1999
Cinemania	2003
The Fraternity	2001
Sorted	2000
Back Lot Murders	2001
The Dinner Party	1998
The Corruptor	1999
The Stepdaughter	2000
Fast Sofa	2001
The Magic Voyage	1993
Spider-Man 2	2004
The Accompanist	1992
Aces: Iron Eagle III	1992
Sink the Bismarck!	1960
Christmas Child	2003
Adventures in Dinosaur City	1992
Visionarios	2001
Song Without End	1960
Sons and Lovers	1960
Under Ten Flags	1960
Close Call	2004
Night Shift	1982
Aileen Wuornos: The Selling of a Serial Killer	1992
Aladdin	1992
Spartacus	2004
Alan and Naomi	1992
Nutcracker	1982
Running Red	1998
The Story of Ruth	1960
Strangers When We Meet	1960
Studs Lonigan	1960
O'Hara's Wife	1983
An Officer and a Gentleman	1982
Home Alone 3	1997
Home Fries	1998
The Subterraneans	1960
Homegrown	1998
L'homme est une femme comme les autres	1998
The Sundowners	1960
Sunrise at Campobello	1960
Surprise Package	1960
Sword of Sherwood Forest	1960
A Constant Forge	2001
One From the Heart	1982
Hope Floats	1998
The Horse Whisperer	1998
Hostage Train	1999
The Faculty	1998
Fallen Arches	1998
The Sun's Burial	1960
Tall Story	1960
American Heart	1992
American Me	1992
Silver City	2004
Ten Who Dared	1960
How to Be a Player	1997
The Testament of Orpheus	1960
P.K. and the Kid	1987
Pandemonium	1982
Paradis Pour Tous	1982
Paradise	1982
Hurlyburly	1998
Hurricane Streets	1998
Iberia	2005
Shoot the Piano Player	1960
Angel 4: Undercover	1994
T-Rex: Back to the Cretaceous	1998
Parsifal	1982
Animal Instincts	1992
Atlantis: The Lost Empire	2001
I Know What You Did Last Summer	1997
Too Soon to Love	1960
The Ice Storm	1997
Penitentiary II	1982
Permanent Vacation	1982
Personal Best	1982
Who's the Caboose?	1997
Pestanas Postizas	1982
Valerie Flake	1999
Bedazzled	2000
In & Out	1997
In the Company of Men	1997
Coffee Date	2006
Max	2002
Inventing the Abbotts	1997
Iruvar	1997
Hard	1999
I, the Jury	1953
La Ilusion Viaja en Tranvia	1953
The Jackal	1997
Jackie Brown	1997
Invaders from Mars	1953
Island in the Sky	1953
New Suit	2003
It Came from Outer Space	1953
Bright Young Things	2004
The Spreading Ground	2000
Jeopardy	1953
Gate of Hell	1954
The Joe Louis Story	1953
The Juggler	1953
Julius Caesar	1953
King of the Khyber Rifles	1953
Kiss Me Kate	1953
Knights of the Round Table	1954
Crazy in Alabama	1999
Latin Lovers	1953
Law and Order	1953
The Lawless Breed	1952
Let's Do It Again	1953
Down in the Delta	1998
The Brothers Grimm	2005
What Women Want	2000
Honolulu Baby	2000
House of 1000 Corpses	2003
I'm the One That I Want	2000
The Emperor's New Clothes	1987
In Memory of My Father	2005
Heated Vengeance	1985
The Dudesons Movie	2006
Cowards Bend the Knee	2004
Facing the Enemy	2001
KM.0	2003
Butterfly	2000
Taxi	2004
The End of the Affair	1999
Mascara	1999
Do You Wanna Know a Secret?	2000
Mercy	1999
Go for Broke	2002
A Scene at the Sea	1992
Anoche Sone Contigo	1992
The Trials of Oscar Wilde	1960
The Hole	1960
Love After Love	1992
Thunderstruck	2004
Tunes of Glory	1960
The Two Faces of Dr. Jekyll	1960
Pink Floyd: The Wall	1982
The Pirate Movie	1982
The Plague Dogs	1982
Une Aussi Longue Absence	1960
The Unforgiven	1960
Poetry in Motion	1982
Poltergeist	1982
Toutes les Filles Sont Folles	2003
The Babe	1992
Village of the Damned	1960
Too Smooth	1998
Visit to a Small Planet	1960
Preppies	1984
Privates on Parade	1982
Privileged	1983
Bad Channels	1992
Bad Lieutenant	1992
The Wackiest Ship in the Army	1960
Wake Me When It's Over	1960
Barbarian Queen II: The Empress Strikes Back	1989
The Bad Sleep Well	1960
Joey	1997
Johnny Skidmarks	1997
Where the Boys Are	1960
Purple Haze	1983
Noite Escura	2004
Q	1982
Basic Instinct	1992
Basket Case 3: The Progeny	1992
Batman Returns	1992
X-Men: The Last Stand	2006
Who Was That Lady?	1960
Julian Po	1997
The Wild Ride	1958
Wild River	1960
Querelle	1982
Bebe's Kids	1992
Bed and Breakfast	1992
Beethoven	1992
Being at Home with Claude	1991
Jungle 2 Jungle	1997
Just in Time	1994
Just Write	1998
The World of Suzie Wong	1960
Riding in Cars With Boys	2001
Belle Epoque	1992
Zazie dans le Metro	1959
Character	1997
Rittenhouse Square	2005
The Return of Martin Guerre	1982
Kayla	1997
A Merry War	1998
15 Minutes	2001
Kicked in the Head	1997
The Return of the Soldier	1982
Reuben, Reuben	1984
Bless the Child	2000
Blood Guts Bullets & Octane	1999
Richard Pryor Live on the Sunset Strip	1982
Bringing Out the Dead	1999
Evan Almighty	2007
Kiss or Kill	1997
Kiss the Girls	1997
Kull the Conqueror	1997
Kundun	1997
L.A. Confidential	1997
Rosetta	1999
The Wash	2001
The Land Girls	1998
Ed Gein	2001
Dekada '70	2002
Darshan: The Embrace	2006
Dickie Roberts: Former Child Star	2003
The Family	1988
Family Viewing	1987
Fatal Attraction	1987
Fatal Beauty	1987
Ab-normal Beauty	2004
Firehouse	1987
Five Corners	1988
Flicks	1983
Flowers in the Attic	1987
3 Ninjas Knuckle Up	1995
Big Daddy	1999
Forever Evil	1987
Forever Lulu	1987
The Fourth Protocol	1987
Full Metal Jacket	1987
I Am Dina	2002
On Va S'Aimer	2006
Ace Ventura: When Nature Calls	1995
Across the Sea of Time	1995
The Addiction	1995
The Garbage Pail Kids Movie	1987
Gardens of Stone	1987
Adultere, mode d'emploi	1995
The Gate	1987
Nora	2001
Ghost Fever	1987
Very Annie Mary	2001
I'm Losing You	1999
Ghosthouse	1988
Julia and Julia	1988
The Glass Menagerie	1987
In Enemy Hands	2004
Going Bananas	1988
The Sea Is Watching	2003
Brotherhood of Death	1976
Her Own Choice	1999
Girl, Interrupted	1999
Private Gladiator	2000
Beyond the Call of Duty	1991
Price of Glory	2000
The Bikini Carwash Company	1992
Bikini Summer 2	1992
Black Ice	1991
Rocky III	1982
Blackbelt	1992
Blame It on the Bellboy	1992
Blind Vision	1992
The Inner Circle	1991
Bloodfist IV: Die Trying	1992
Bloodlust	1992
Safari 3000	1982
Sans Soleil	1983
Sapiches	1982
Blue Ice	1993
Savannah Smiles	1982
Bob Roberts	1992
Scandale	1982
Waitress	1982
The Bodyguard	1992
Boomerang	1992
The Last Time I Committed Suicide	1996
Curtain Call	1998
Lawn Dogs	1997
Leather Jacket Love Story	1997
Leave It to Beaver	1997
The Secret Policeman's Other Ball	1982
The Secret of NIMH	1982
Bound and Gagged: A Love Story	1993
Left Luggage	1998
Legend of the Spirit Dog	1997
Your Friends and Neighbors	1998
Lesser Prophets	1997
The Seduction	1982
Veronika Voss	1982
Brain Donors	1992
Dead Alive	1992
Letter from Death Row	1998
Levitation	1997
Deceiver	1997
Liar Liar	1997
Liar's Poker	1999
The Backwoods	2006
A Brief History of Time	1992
Shakti	1982
Brother's Keeper	1992
Licensed to Kill	1997
The Alarmist	1998
A Life Less Ordinary	1997
All the Pretty Horses	2000
Buffy the Vampire Slayer	1992
Buford's Beach Bunnies	1992
A Little Bit of Soul	1999
Motel Blue	1997
Little Boy Blue	1998
Little City	1998
Silent Rage	1982
The Flock	2007
El Cometa	1999
The Locusts	1997
Long Time Since	1997
Six Weeks	1982
Gretchen	2006
The Slayer	1982
Smithereens	1982
No Looking Back	1998
The Long Way Home	1998
L.A. Without a Map	1998
The Lost World: Jurassic Park	1997
Louis & Frank	1998
Repli-Kate	2001
Love Always	1997
Love Jones	1997
Love and Death on Long Island	1997
Another 9 1/2 Weeks	1997
Love Is the Devil	1998
Love! Valour! Compassion!	1997
Loved	1997
LoveLife	1997
Who Killed the Electric Car?	2006
Lucie Aubrac	1999
Ma 6-T Va Crack-er	1997
Stanley's Gig	2000
Nearest to Heaven	2002
Gypsy Boys	1999
Mad City	1997
Twilight	1998
Dill Scallion	1999
Anywhere but Here	1999
Appetite	1998
Going to Pieces: The Rise and Fall of the Slasher Film	2006
The Eden Myth	1999
The Country Bears	2002
Arms and the Man	1962
The Boys & Girls Guide to Getting Down	2006
Tom and Huck	1996
Adam and Eve	1995
I'll Be There	2003
After the Apocalypse	2005
Daydream Believer	2001
By Hook or by Crook	2002
Always a Bridesmaid	2000
The Good Father	1987
Good Morning, Babylon	1987
Good Morning, Vietnam	1987
All Men Are Liars	1995
Le Grand Chemin	1988
Graveyard Shift	1987
The Great Land of Small	1987
Goldilocks and the Three Bears	1997
Great Catherine	1968
The Green Berets	1968
Greetings	1968
Guns in the Heather	1969
The Amazing Panda Adventure	1995
Der Grosse Bagarozy	1999
American Job	1996
Guardami	1999
The American President	1995
White Palms	2007
Bel Air	2000
Head	1968
King of the Children	1989
Obra Maestra	2000
Hamburger Hill	1987
The Heart Is a Lonely Hunter	1968
Hell in the Pacific	1968
The Hell with Heroes	1968
Borstal Boy	2000
Dead Easy	2004
Hangmen	1987
The Hanoi Hilton	1987
Hansel and Gretel	1987
Happy New Year	1987
Hard Ticket to Hawaii	1987
Harry and the Hendersons	1987
Here We Go Round the Mulberry Bush	1968
Hawken's Breed	1988
Antonia's Line	1995
He's My Girl	1987
Heart	1987
Hearts of Fire	1987
Heaven	1987
Apollo 13	2002
Sonic Impact	2000
Allie & Me	1997
Hell Comes to Frogtown	1988
Written in Blood	2002
Pretty Cool	2001
Hello Again	1987
The Horse in the Gray Flannel Suit	1968
Hot Millions	1968
The Hidden	1987
Hiding Out	1987
Beautiful Creatures	2001
Wings of Desire	1988
Brotherhood of the Wolf	2002
K-19: The Widowmaker	2002
River Red	1998
Brokers	1997
Cafe Romeo	1992
Ada	1961
Last Run	2000
Spring Break Sorority Babes	1991
The Pledge	2001
All in a Night's Work	1961
The Soldier	1982
Sophie's Choice	1982
Soup for One	1982
Captain Ron	1992
Careful	1993
Kaena: The Prophecy	2004
Carry On Columbus	1992
Angel Baby	1961
Split Image	1982
Celine	1991
Spring Fever	1983
Chain of Desire	1992
Chaplin	1992
Last Year at Marienbad	1961
Armored Command	1961
Stacy's Knights	1984
Starstruck	1982
Atlantis, the Lost Continent	1961
Babes in Toyland	1961
Lunch with Charles	2000
They're Just My Friends	2006
Still of the Night	1982
Trust Me	1989
A Stranger Is Watching	1982
Summer Lovers	1982
Bachelor Flat	1962
Bachelor in Paradise	1961
Back Street	1961
Mandragora	1997
Swamp Thing	1982
Christopher Columbus: The Discovery	1992
The Sword and the Sorcerer	1982
Le Chêne	1992
City of Joy	1992
Claire of the Moon	1992
Class Act	1992
Marius and Jeannette	1998
Marquise	1997
Masterminds	1997
The Matchmaker	1997
Mauvais Genre	1997
The Big Show	1960
McCinsey's Island	1998
Blast of Silence	1961
Curse of the Golden Flower	2007
Tempest	1982
The Unsane	1982
McHale's Navy	1997
Meet Joe Black	1998
Meet Wally Sparks	1997
Blue Hawaii	1961
Breakfast at Tiffany's	1961
Sole Survivor	1984
Treasure of the Four Crowns	1983
Tex	1982
That Championship Season	1982
The Thing	1982
Things Are Tough All Over	1982
Men in Black	1997
Taking Sides	2003
Vacanze di Natale 2000	2000
Time Walker	1982
Metro	1997
Metroland	1999
The Midas Touch	1997
Midnight in the Garden of Good and Evil	1997
Harem Suare	1999
The Mighty	1998
Milk & Money	1996
Mimic	1997
A Guide to Recognizing Your Saints	2006
Hanbando	2006
Mojo	1997
With Friends Like These	1999
Confessions of a Dangerous Mind	2002
Princess Mononoke	1999
The Notorious Bettie Page	2006
Bad Luck Love	2000
Darkness Falling	2002
Up Against Amanda	2000
Assassins	1995
Crash Landing	1958
Break of Dawn	1988
I Sailed to Tahiti with an All Girl Crew	1969
Hollywood Shuffle	1987
Ghost Chase	1988
Home Is Where the Hart Is	1987
Hope and Glory	1987
An Awfully Big Adventure	1995
God's Sandbox	2005
Ice Station Zebra	1968
The Immortal Story	1968
In Enemy Country	1968
Hot Child in the City	1987
Hot Pursuit	1987
Babe	1995
Hotel Colonial	1987
The Babysitter	1995
Back of Beyond	1995
In Search of Gregory	1970
Inadmissible Evidence	1968
Inspector Clouseau	1968
Interlude	1968
Cool & Crazy	2001
House II: The Second Story	1987
House of Games	1987
Good Girl	2005
Backfire	1994
Housekeeping	1987
Bad Boys	1995
Bad Company	1995
The White Balloon	1995
Baja	1996
Isadora	1968
Hunk	1987
Hunter's Blood	1987
Fist of Justice	1995
Balto	1996
I Was a Teenage Zombie	1987
I've Heard the Mermaids Singing	1987
Body Shots	1999
Jigsaw	1968
Joanna	1968
Heritage	1994
Me and Him	1989
Joe Gould's Secret	2000
The Basketball Diaries	1995
Batman Forever	1995
Cave Girl Island	1995
Beach House	1982
Journey to Shiloh	1968
Screamers	2007
In the Mood	1987
Before Sunrise	1995
Innerspace	1987
The Harmonists	1999
How to Kill Your Neighbor's Dog	2002
The Killing of Sister George	1968
Them	2007
Into the Fire	1988
Invasion Earth	1988
Iron Warrior	1987
Ironweed	1987
Ishtar	1987
Beyond Rangoon	1995
Komodo	1999
The Big Green	1995
Imitation of Christ	1967
Death by Hanging	1968
It Couldn't Happen Here	1988
Gaja Gamini	2000
Jane and the Lost City	1987
Italian Movie	1994
Labor Pains	1999
The Dream Catcher	1999
Bridge to the Sun	1961
Spring for Livet	1997
By Love Possessed	1961
Spider-Man 3	2007
Tootsie	1982
Carry On Regardless	1961
Tragedy of a Ridiculous Man	1981
Trail of the Pink Panther	1982
No One Can Hear You	2000
Trick or Treats	1982
Triumphs of a Man Called Horse	1983
Tron	1982
The Children's Hour	1962
Chronique d'un ?t?	1960
Kettle of Fish	2006
Exploding Oedipus	2001
Far from Heaven	2002
Morella	1997
The Comancheros	1961
Come September	1961
Une Chambre En Ville	1982
The Vals	1982
Mother and Son	1998
Another Gay Movie	2006
Mr. Jealousy	1998
Taking Lives	2004
Mr. Magoo	1997
The Verdict	1982
Mrs. Dalloway	1998
Cry for Happy	1961
Vice Squad	1982
Victor/Victoria	1982
Vigilante	1983
Caged Women	1982
Murder at 1600	1997
Music From Another Room	1998
Mutual Needs	1997
Borat	2006
My Best Friend's Wedding	1997
Brand Upon the Brain!	2007
Breaking and Entering	2007
Ice	2000
My Girlfriend's Boyfriend	1999
My Son the Fanatic	1999
The Day the Earth Caught Fire	1961
The Myth of Fingerprints	1997
The Deadly Companions	1961
Trekkies 2	2004
Waltz Across Texas	1982
Warlords of the 21st Century	1982
The Wars	1983
The Condemned	2007
Efectos Secundarios	2006
We of the Never Never	1982
White Dog	1982
Dreamgirls	2006
In Desert and Wilderness	2001
Nejasn? zpr?va o konci sveta	1997
The Nephew	1998
Dry Cleaning	1999
Nevada	1997
Never Too Late	1996
Lucignolo	1999
Niagara, Niagara	1998
Nico the Unicorn	1998
Night Falls on Manhattan	1997
The Second Chance	2006
What Planet Are You From?	2000
Night of the Living Dead	2006
Nil by Mouth	1997
Nirvana	1997
Lucky Break	2002
Dog Days	2003
Saw III	2006
Hush!	2002
The Football Factory	2004
Head of State	2003
Strange Wilderness	2008
Irr?versible	2003
Marilyn Chambers' Bikini Bistro	1995
Billy Madison	1995
Billy's Holiday	1995
Glory Road	2006
Black Lizard	1968
Black Day Blue Night	1995
Machine Gun Blues	1995
Lady in Cement	1968
Signs of Life	1968
The Legend of Lylah Clare	1968
Jaws: The Revenge	1987
Blonde Heaven	1994
Blood & Donuts	1996
Jimi Plays Monterey	1967
Bloodsport III	1997
Blue Juice	1995
Live a Little, Love a Little	1968
Blue in the Face	1995
Mouth to Mouth	1995
Bodily Harm	1995
A Lovely Way to Die	1968
Kandyland	1987
Light It Up	1999
Le Bonheur Est Dans Le Pré	1995
Madigan	1968
Running Wild	1992
Boston Kickout	1995
A Boy Called Hate	1995
First Love, Last Rites	1998
The Magus	1968
Under the Sun	2000
Boys on the Side	1995
The Brady Bunch Movie	1995
Braveheart	1995
The Break	1995
The Bridges of Madison County	1995
The Demon Within	2000
Broadcast Bombshells	1995
The Brothers McMullen	1995
Als Je Begrijpt Wat Ik Bedoel	1983
Maryjane	1968
Grey Owl	1999
Kung Fu Master	1987
La Bamba	1987
Lady Beware	1987
Historias del Subdesarrollo	1968
Ocean Park	2002
The Ninth Gate	2000
One Foot off the Ground	2006
Party 7	2000
Instinct	1999
Birthday Girl	2002
The Devil at 4 O'clock	1961
Five Minutes to Live	1961
Wild Style	1983
The World According to Garp	1982
OT: Our Town	2003
Expiration Date	2006
Film Geek	2006
Find Love	2006
Wrong Is Right	1982
El Cid	1961
Yes, Giorgio	1982
Usher	2005
Yol	1982
Yor, the Hunter from the Future	1983
Young Doctors in Love	1982
Monument Ave.	1998
Hercules in the Haunted World	1961
The Errand Boy	1961
Nothing to Lose	1997
The Hamiltons	2006
Zapped!	1982
Nowhere Fast	1996
Four Days in September	1998
The Explosive Generation	1961
Office Killer	1997
Fanny	1961
Hoodwinked	2006
As Good as It Gets	1997
The Illusionist	2006
Same Old Song	1999
Wassup Rockers	2006
One Night Stand	1997
Onibi	1997
The Only Thrill	1997
Flower Drum Song	1961
Killshot	2009
Lover's Prayer	2000
Diamond Men	2001
Mayor of the Sunset Strip	2004
Oscar and Lucinda	1997
Other Voices, Other Rooms	1995
Francis of Assisi	1961
Laura Smiles	2006
Out to Sea	1997
The Frightened City	1961
Overdrive	1997
Owd Bob	1997
The Messenger: The Story of Joan of Arc	1999
Pale Saints	1997
Trail of a Serial Killer	1998
Paradise Falls	1998
Paradise Road	1997
Josh	2000
Venus	2006
Broken Vessels	1999
Bats	1999
The Pest	1996
Beautiful Joe	2000
Neil Young: Heart of Gold	2006
Phantoms	1998
The Tenants	2006
Phoenix	1998
Photographing Fairies	1997
The Thing About My Folks	2005
Picture Perfect	1997
Man-Thing	2005
Elephant Tales	2006
A.K.A. Cassius Clay	1970
Lords of Dogtown	2005
American Hollow	1999
American Movie	1999
One Day in September	1999
Hometown Legend	2002
Burnzy's Last Call	1995
Bushwhacked	1995
Butterfly Kiss	1996
Bye Bye, Love	1995
Bye-Bye	1995
Blackboards	2002
The Eye	2003
Madigan's Millions	1967
One Night the Moon	2001
Caged Heat 3000	1995
Oui, Mais...	2001
L'Angelo con la Pistola	1992
Leonard Part 6	1987
Les Patterson Saves the World	1987
Less than Zero	1987
Candyman: Farewell to the Flesh	1995
Lethal Weapon	1987
Demolition Day	1996
Law of Desire	1987
Light of Day	1987
The Lighthorsemen	1988
Carrington	1995
Lionheart	1987
Casino	1995
Casper	1995
Castle Freak	1995
The Living Daylights	1987
Catwalk	1995
The Night They Raided Minsky's	1968
The Lonely Passion of Judith Hearne	1987
Night of the Living Dead	1968
No Way to Treat a Lady	1968
Love at Stake	1988
Monster House	2006
Christ Stopped at Eboli	1979
Cuba	1979
Lust for Freedom	1987
My Big Fat Independent Movie	2005
Malombra	1984
The Odd Couple	1968
Oedipus the King	1968
The City of Lost Children	1994
Made in Heaven	1987
Clockers	1995
Masumiyet	1997
Les Oiseaux Vont Mourir Au Peru	1968
Ole Dole Deff	1968
The One and Only, Genuine, Original Family Band	1968
Clockwork Mice	1995
Maid to Order	1987
Making Mr. Right	1987
Clueless	1995
Only When I Larf	1968
Comedy's Dirtiest Dozen	1988
Retribution	2000
Maladie d'Amour	1987
Malone	1987
Man on Fire	1987
Mankillers	1987
12 Bucks	1998
2 Seconds	1997
Mannequin	1987
Don Giovanni	1980
Doghead	2006
No	1998
No. 3	1997
The Double McGuffin	1979
Dracula	1979
Driller Killer	1976
La Dérobade	1979
Eagle's Wing	1979
The Marriage of Maria Braun	1978
The George Raft Story	1961
Belly	1998
Gidget Goes Hawaiian	1961
Go Naked in the World	1961
Gold of the Seven Saints	1961
Goodbye Again	1961
Gorgo	1961
The TV Set	2007
Place Vendome	1998
Plan B	1997
The Players Club	1998
Playing God	1997
The Guns of Navarone	1961
Polish Wedding	1998
The Sentinel	2006
The Art of Breaking Up	2005
The Postman	1997
Pour Rire!	1997
10,000 B.C.	2008
The Others	2001
Standoff	1997
Without Limits	1998
Preaching to the Perverted	1997
Prefontaine	1997
Bad City Blues	1999
Homicidal	1961
The Honeymoon Machine	1961
The Price of Kissing	1997
Primary Colors	1998
The Hustler	1961
Blue Streak	1999
Bodywork	1998
Angel-A	2007
Private Parts	1997
A Friend of the Deceased	1997
The Breaks	1999
The Assassination of Jesse James by the Coward Robert Ford	2007
Coyote Ugly	2000
William Eggleston in the Real World	2005
The 6th Day	2000
Secret Ballot	2002
Reach the Rock	1998
The Real Blonde	1997
Caught Up	1998
Big Bad Love	2002
Red Meat	1996
Lara Croft Tomb Raider: The Cradle of Life	2003
Ladies Room	1999
The Last Samurai	2003
Lautlos	2004
Bon Plan	2001
Calle 54	2001
Was Nützt die Liebe in Gedanken	2003
But Forever In My Mind	1999
Suriyothai	2001
Nora's Hair Salon	2004
Coldblooded	1995
Comfortably Numb	1995
Out of It	1969
P.J.	1968
Condition Red	1995
Congo	1995
The Convent	1995
Paradise Girls	2004
Paper Lion	1968
The Party	1968
A Taxing Woman	1987
Masques	1987
Copycat	1995
Masters of the Universe	1987
Matewan	1987
Cover Me	1995
Petulia	1968
The Pink Jungle	1968
Maurice	1987
Meatballs III	1987
Medium	1992
Criminal Hearts	1995
What Becomes of the Broken Hearted?	1999
What's Cooking?	2000
Crimson Tide	1995
The Crossing Guard	1995
Crutch	2004
Cry, the Beloved Country	1995
The Best Things in Life Are Free	1956
Between Heaven and Hell	1956
Beyond Mombasa	1956
Bhowani Junction	1956
Planet of the Apes	1968
Play Dirty	1968
Sex Crimes	1992
Crying Freeman	1995
Curandero	2005
Million Dollar Mystery	1987
The Cure	1995
Bigger Than Life	1956
Curtis's Charm	1995
The Birds and the Bees	1956
The Black Sleep	1956
Pretty Poison	1968
La Prisonni?re	1969
The Private Navy of Sgt. O'Farrell	1968
The Electric Horseman	1979
Mio in the Land of Faraway	1988
Cutthroat Island	1995
Cyber Bandits	1995
Wheels of Terror	1988
Cyberjack	1995
Cyclo	1995
The Bold and the Brave	1956
The Bottom of the Bottle	1956
Prudence and the Pill	1968
Psych-Out	1968
Escape From Alcatraz	1979
Escape to Athena	1979
Mon Bel Amour Ma Dechirure	1986
Bundle of Joy	1956
The Burglar	1956
The Burning Hills	1956
Bus Stop	1956
Yureru	2006
The Europeans	1979
The Monster Squad	1987
The Evictors	1979
A Month in the Country	1988
Moonstruck	1987
The Rocket from Calabuch	1956
Rachel, Rachel	1968
Fast Break	1979
Fast Company	1979
Dangerous Minds	1995
Dangerous Prey	1995
Rounders	1998
Rushmore	1998
Reconstituirea	1968
Felicity	1979
